uid,issue_age,service_score,age_days,issue_days,is_bad
580542285287626,6,90,10793,2227,0
580542285548120,13,97,12582,4812,0
580542296061796,4,88,9621,1789,0
563544149270531,4,80,10525,1765,0
564033155633152,9,93,13366,3286,0
564947437362824,4,91,13229,1573,0
565012826556953,3,87,11460,1350,0
565207181169322,7,88,12087,2767,0
565967694863229,10,80,11303,3848,0
566334338042328,5,95,8977,1886,0
566491818043419,22,90,14574,8189,0
567950176006645,5,41,10086,1881,0
580542212640049,8,94,11082,2932,0
580542224286203,18,90,15271,6775,0
580542238053410,7,97,9577,2916,0
580542249507747,11,100,11203,4274,0
580542328980351,3,92,10497,1312,0
562950078899192,22,89,15798,8088,0
564206621425664,3,89,12676,1455,0
565047711440208,9,98,11606,3385,0
565361743436922,17,96,15178,6451,0
565982921623786,20,80,14988,7397,0
567950140910188,8,93,11053,2924,0
580542143764916,11,89,11273,4078,0
580542170859780,7,77,11097,2888,0
580542245834690,4,80,14379,1483,0
580542260206396,7,93,14884,2805,0
580542308596218,15,91,17145,5627,0
580542341733918,10,87,11756,3883,0
563440493993987,7,89,10034,2735,0
563471970869248,16,94,12585,6011,0
563708121714694,14,86,16439,5301,0
565065963801441,15,97,13594,5570,0
565514882778320,9,90,12252,3404,0
565704981091420,5,91,13515,2151,0
565705771782232,7,94,11714,2634,0
567949999280881,6,88,9064,2293,0
567950073117687,12,90,11220,4511,0
567950160867333,5,89,8856,2159,0
567950194254969,4,94,11637,1593,0
567950195223113,6,72,9770,2436,0
580542143352106,4,94,10710,1748,0
580542155218935,10,95,16269,3734,0
580542281683571,3,92,9881,1445,0
580542301870859,8,89,10226,2972,0
580542311090291,7,100,10025,2894,0
580542320051758,7,91,10153,2704,0
563995929477121,6,95,10303,2550,0
564464836084728,23,91,16925,8494,0
565696267491079,21,80,17883,8020,0
565808234890961,9,90,10500,3299,0
565846286407144,20,82,15792,7633,0
566254592002038,4,88,9801,1628,0
567950061453302,6,87.05,9415,2352,0
567950124851694,13,94,12468,4828,0
580542167036680,11,84,14453,4302,0
580542222347542,4,81,10274,1516,0
580542235689970,4,94,8842,1491,0
580542237130288,8,61,9730,2972,0
580542238684596,9,100,10863,3510,0
563326214283266,12,82,11550,4716,0
566061065049989,10,85,12403,3798,0
566450422290648,6,66,11858,2547,0
567949959443068,4,88,9134,1532,0
567949984593539,11,93,13060,4027,0
567950169321630,4,95,15299,1794,0
580542311592327,17,80,14296,6210,0
565423242285313,6,86,9236,2432,0
565537395250960,5,88,12283,1923,0
565539766540804,5,71,9716,2153,0
565706934847565,6,83,11350,2420,0
565866724201687,16,88,12662,5970,0
566216418724478,13,99,13103,4861,0
567950097098792,3,80,10753,1458,0
567950119571660,4,86,8471,1677,0
580542145948231,15,86,12199,5574,0
580542189850428,9,86,11817,3331,0
580542225125295,24,96,15122,8834,0
580542298006764,5,95,9989,2181,0
565886500608148,6,83,9505,2197,0
565907862526347,7,96,15367,2734,0
567950106192651,4,100,8424,1483,0
567950161225061,11,93,10965,4070,0
580542146029547,6,88,12306,2326,0
580542263259149,5,99,9147,1850,0
563418292490241,6,83,13709,2494,0
563598407700480,7,90,12000,2802,0
563631960760320,5,94,9853,1907,0
564651037961344,8,90,12337,3146,0
565394036366119,4,76,9559,1512,0
565602249216973,5,89,10798,2179,0
566045088622207,10,89,14391,3665,0
566136992302426,8,79,10433,3218,0
566254602821439,9,100,11796,3499,0
567949997931046,3,87,9757,1438,0
567950073570953,4,84,9777,1546,0
580542265386885,7,91,11140,2831,0
580542270234004,10,91,13957,3707,0
580542281582110,21,92,14391,8014,0
580542316609002,10,94,11204,3929,0
563799945314304,11,90,13446,4065,0
563826224861187,6,90,12716,2200,0
564871825398636,5,94.25,10428,2148,0
565117267412529,6,97,11090,2537,0
565813769996105,3,97,9445,1298,0
565897741927385,8,99,11972,3251,0
566095473944959,6,92,19893,2326,0
567950055605939,8,92,11981,3159,0
567950096885201,27,99,16005,10060,0
567950182913823,9,93,17929,3462,0
580542238536465,7,89,11947,2834,0
580542276992057,6,85,11561,2224,0
562950070569051,7,92,11587,2734,0
563803543900164,12,80,13427,4617,0
567949995656580,8,99,10026,2993,0
567949998557756,18,91,18545,6614,0
580542183099484,4,87,8585,1747,0
580542253336452,21,97,16323,7685,0
580542289126911,6,96,9728,2482,0
580542296562685,6,85,11495,2267,0
564862270120720,9,88,11654,3616,0
565410582108092,6,71,10262,2508,0
565508898492992,9,80,11002,3310,0
565976147631529,4,89,8819,1507,0
566084662992494,18,89,16668,6696,0
566137132813105,9,100,14397,3361,0
567949974223507,15,99,17667,5563,0
567950022708807,9,95,16341,3439,0
567950107171413,19,88,13617,6979,0
567950150517847,16,93,14931,5959,0
563621968486400,15,93,15323,5526,0
563657031950336,29,89,19205,10601,0
564391370561635,5,92,13786,1868,0
565427951512480,16,96,12783,6160,0
565729813277405,8,88,11481,3280,0
565886301970891,10,97,10397,3715,0
565992591131250,12,91,12766,4667,0
567950032415672,5,83,10058,1934,0
580542149572012,6,94,9369,2469,0
580542264412781,7,98,12205,2686,0
580542315585010,3,96,9543,1459,0
563405930831873,4,86.25,13135,1566,0
563810184208385,14,93,13048,5150,0
563838736863233,16,94,13208,6030,0
563949628620801,8,92,12488,3205,0
564725631814908,12,92,12414,4727,0
564919508140649,6,89,10950,2490,0
567950151870555,5,88,9584,1889,0
580542145523357,7,91,10522,2567,0
580542232414097,6,95,10852,2406,0
580542295091821,7,75,9930,2890,0
580542308487102,5,83,11573,2139,0
580542311016803,6,89,9649,2529,0
564118464172032,11,78,12591,4115,0
564124322570241,7,90,11239,2578,0
564993704859325,20,86,18552,7423,0
565168897859662,7,96,10188,2622,0
565316338190579,14,93,17727,5465,0
566027317283528,10,85,14325,3951,0
566254426264467,4,83,8351,1574,0
567950046270144,5,81,10319,2091,0
567950047448872,6,91,12418,2368,0
567950105585104,8,88,12267,3105,0
567950114329524,4,88,11378,1639,0
580542141083792,21,89,17539,7802,0
580542168451851,4,80,9228,1460,0
580542236298386,5,96,10778,2159,0
580542280109276,10,97,10973,3768,0
580542289794132,9,91,11768,3399,0
563682270838785,6,97,10179,2427,0
563781892112384,19,100,13833,6997,0
563949612568577,8,81,14447,3125,0
565067276757033,9,88,10682,3380,0
565076881310714,8,87,11198,3233,0
565110744100560,-1,96,17523,-1,0
565473830641463,13,100,12429,4854,0
567950114128281,12,100,12652,4535,0
567950141975568,22,92,21386,8258,0
580542224664008,6,93,10442,2200,0
580542225348375,10,75,14363,3960,0
580542233218603,11,86,11385,4148,0
580542246081977,8,80,10689,2923,0
563592254984193,9,86,10928,3394,0
563651101003779,4,98,14153,1600,0
565069790193777,17,95,13189,6236,0
565107317346238,10,94,12038,3995,0
565252085067708,9,61,11415,3363,1
565699078132886,6,92,10475,2322,0
566293062032928,9,79,10578,3621,0
567950150623230,9,89,15375,3642,0
580542170060126,7,89,14148,2642,0
580542303037497,25,95,18182,9417,0
563238529204224,6,92,11581,2512,0
563988624576512,5,94,9711,1831,0
564347944377276,8,93.45,11415,3042,0
564707533725573,3,80,12794,1433,0
564738824800381,19,87,14679,7136,0
565008826173188,4,85,17217,1768,0
565028304915804,5,98,10226,1878,0
565220561977925,5,90,12784,2151,0
565518325845474,14,90,13555,5318,0
565664747751676,10,91,14245,3798,0
565732331163105,4,91,10357,1613,0
565852566259950,6,100,10513,2257,0
567950073146191,7,93,10957,2897,0
580542269637190,5,73,9944,2030,0
580542283440063,7,89,11752,2719,0
580542297873471,13,100,13584,4867,0
564019244171264,13,87,12410,4871,0
564355032752469,19,87,15811,6996,0
564846090004295,15,82,14171,5721,0
565973367136081,9,89,11384,3477,0
566386025047482,6,91,12003,2337,0
567949961163588,7,94,9722,2858,0
567950080890138,10,80,12362,3805,0
567950188696648,4,91,13989,1544,0
580542163530316,7,94,10263,2748,0
580542166780222,4,99,9513,1522,0
580542168397956,8,82,11973,2979,0
580542254931148,21,98,14904,7801,0
580542321894896,4,78,9060,1815,0
580542324347195,4,95,10189,1535,0
563157780332547,18,95,13184,6571,0
564007964053505,3,81,10520,1444,0
564198784569345,8,70,15839,3183,0
564777284803707,5,80,10307,1867,0
565241795773294,6,86,16261,2442,0
565349215643969,16,91,14730,5848,0
565433587994091,3,93,9924,1277,0
565735607250913,3,80,10074,1432,0
566355385724217,11,88,14588,4313,0
567950040309567,18,100,13828,6654,0
567950126334773,5,89,13289,2084,0
580542246782301,6,73,11749,2350,0
580542301410369,3,90,10507,1383,0
580542316406240,4,92,10906,1634,0
580542328356419,3,78,7824,1245,0
580542423231834,24,90,15829,8969,0
563922869821442,3,84,12004,1325,0
564164160651266,5,63,9052,1935,0
564561399452861,5,98,11443,2096,0
564747794518120,10,89,11347,3749,0
565015142335430,5,92,11835,1976,0
565127014983146,3,89,10887,1423,0
565157811915446,10,86,10751,4009,0
565529811626928,11,91,13417,4169,0
566201697447401,3,77,9817,1385,0
566356518576821,6,97.3,11185,2344,0
567950066975702,5,88,9886,1906,0
567950115798576,7,93,10400,2786,0
567950136152132,11,90,11264,4159,0
567950191806640,17,94,18521,6313,0
580542162658884,5,98,9540,2050,0
580542249142365,4,90,13105,1769,0
580542273369724,9,85,9985,3310,0
580542277506736,6,94,10813,2409,0
580542287252024,5,90,9970,2106,0
563488019386368,12,89,12053,4651,0
563533468209152,5,89,11003,2006,0
563688038268930,24,84,16431,8873,0
565144553132039,6,92,11232,2278,0
565312037916724,16,95,13146,5984,0
565499831256178,15,99,13875,5668,0
565530651207541,10,88,11529,3853,0
566063080474457,4,86,8225,1627,0
567949965349653,6,94,14168,2233,0
567949999966793,9,92,12267,3642,0
567950123011509,5,95,10431,2102,0
567950149614776,6,85,10399,2307,0
580542168208015,8,98,10880,3113,0
580542245170798,4,80,12840,1755,0
580542252043985,6,82,10032,2328,0
580542257181565,5,89,10212,2164,0
580542316025803,9,88,13752,3613,0
563304184291330,7,88,11127,2725,0
563757526093824,9,99,11295,3286,0
563888918831104,14,98,13187,5381,0
564669948898374,10,90,12099,3733,0
580542176385760,12,99,11413,4450,0
580542303359821,4,84,13347,1615,0
580542305850666,9,97,11859,3567,0
563823756185600,11,86,11183,4209,0
564498931847457,7,85,12796,2750,0
564849807992845,6,93,10778,2225,0
565925364958472,3,93,9913,1394,0
566027778658615,6,88,10951,2426,1
567950107160395,9,94,12818,3429,0
567950114527297,7,96,15726,2629,0
580542166853648,4,96,8649,1644,0
580542239040327,9,76,10244,3621,0
580542240833632,9,94,11124,3568,0
580542273691753,8,96,12386,2954,0
580542303355717,4,89,8405,1738,0
564300359008258,5,88,13828,2148,0
565240410277561,8,89,10536,3001,0
565473393445035,5,80,11717,2131,0
565843912694997,4,91,8982,1809,0
566473678521218,9,94,11888,3631,0
567950011191346,8,93,11719,3274,0
567950018644932,5,83,10592,1873,0
567950067634916,5,80,11566,1970,0
567950099406508,16,92,12770,5850,0
567950104046931,4,88,11510,1700,0
567950116967912,6,100,9001,2274,0
567950124280562,10,93,10598,3744,0
567950178458800,9,89,11967,3421,0
580542225451908,12,90,15063,4633,0
565013807110467,4,94,9824,1523,0
565886926721976,4,92,9837,1462,0
567949992102951,18,89,13567,6690,0
567950075709333,6,88,12140,2348,0
567950160129823,9,92,10838,3323,0
580542223193709,5,80,11734,2151,0
580542230184817,8,91,13265,3176,0
580542306538277,6,94,12333,2202,0
563382779580418,4,82,14399,1753,0
563654632144898,19,95,16836,7255,0
564175774031873,9,76,12157,3293,0
564952501457862,11,92,11703,4364,0
565605031945916,11,85,12453,4231,1
566062672909746,9,89,17429,3295,0
566084065436103,12,90,11397,4437,0
566134238479118,6,84,9846,2454,0
566254425015264,7,84,10419,2684,0
567950029904068,8,89,10226,3238,0
567950150582198,4,89,8967,1657,0
567950165375270,4,67,8730,1493,0
580542159859450,9,92,10197,3534,0
580542166481246,4,98,8504,1582,0
580542252745480,7,97,9964,2602,0
580542261472924,11,100,12014,4114,0
580542292503080,15,90,15974,5809,0
563893761605632,7,65,12401,2897,0
564937372402643,21,91,14790,7999,0
565371875033370,16,95,14491,6157,0
565995784047809,10,94,19351,3803,0
566254582442458,6,97,9147,2246,0
566366603641934,15,87,14711,5653,0
566386480649151,11,91,12912,4266,0
567950092054503,3,84,9292,1452,0
567950126015189,14,93,17359,5464,0
567950171550936,14,89,15416,5275,0
567950183493092,8,96,11282,3064,0
580542153360210,7,96,12095,2726,0
580542171927771,3,88,9090,1417,0
580542230842386,4,99,11193,1508,0
580542288526241,8,100,9619,2972,0
580542338909279,7,89,11178,2823,0
563949831135232,7,93,15767,2678,0
565151579182132,7,95,10339,2821,0
565922270815060,10,95,11072,3972,0
566085496218068,10,91,11412,3659,0
580542157754148,13,92,11858,4853,0
580542237812914,8,94,11367,2974,1
580542255653142,5,88,10788,1965,1
580542284688052,5,92,9635,1977,0
564113298956289,10,80.9,13240,3806,0
564595422925020,6,76,12612,2442,0
565299075951734,4,90,9845,1507,0
566219463661052,9,86,15936,3449,0
567950028105585,14,80,11964,5137,0
567950052546835,10,81,12615,3953,0
567950167778622,9,98,11463,3510,0
567950178286287,4,95,8693,1732,0
580542149835525,4,100,8282,1597,0
580542162193212,6,97,9366,2230,0
580542172533493,8,100,11670,2929,0
580542273345415,7,85,11822,2580,0
580542312475717,5,99,10638,2123,0
563155885162499,17,94,14141,6542,0
563455144960000,8,68,12803,3154,0
563526702014464,6,83,12745,2525,0
564941584075047,5,87,10911,1902,0
565378074806891,7,85,10699,2564,0
565661884287991,5,90,9469,1960,0
566049617877033,4,93,8798,1780,0
567949990648166,5,86,14199,1929,0
567950065496958,8,80,11120,3044,0
567950120419418,6,98,9030,2284,0
580542142368004,3,92,10411,1454,0
580542223306270,4,88,12663,1500,0
580542226777007,7,82,11647,2918,0
580542234082296,7,93,17250,2656,0
580542239449844,15,92,13227,5644,0
580542249690602,7,99,10870,2665,0
580542269859872,9,92,14309,3441,0
580542279540351,8,79,10551,3146,0
580542301139978,17,87,13221,6488,0
563575358427136,13,83,19627,4912,0
564079814451200,5,99,10952,2121,0
564431500290211,22,94,15323,8294,0
565371551690374,7,90,17098,2840,0
565398279300081,4,96,11210,1745,0
565953869251644,9,94,12776,3442,0
565999399215316,6,83,9941,2346,0
566181730454600,6,98,12171,2537,0
566289489338324,19,97,15797,7204,0
580542236654233,3,89,9358,1426,0
580542238004989,4,77,8886,1646,0
580542239427783,4,91,9509,1510,0
580542286015401,8,94,11918,3189,0
580542306121377,3,94,12634,1378,0
580542309450713,8,92,11095,3058,0
565234210046117,3,89,16127,1200,0
565630895072908,12,80,12434,4677,0
565755341842143,11,97,13408,4078,0
565755588581646,6,85,11385,2250,0
565967331001214,10,83,10836,3658,0
566278789076267,8,81,14770,3233,0
567949998292898,9,100,11931,3286,0
567950057585799,29,87,18215,10747,0
567950075187308,4,100,9253,1738,0
567950148194956,6,89,9033,2326,0
580542308489770,7,87,14149,2670,0
563757745774596,20,100,16712,7555,0
563858609934336,17,93,13101,6488,0
564112584019969,10,95,10559,3821,0
564357186724868,17,75,18133,6543,0
565319559027198,20,93,14273,7514,0
565394203614522,8,88,15735,3216,0
565526621194118,4,88,9355,1648,0
565903082522386,3,79,14510,1431,0
566372379536309,19,99,15602,7065,0
566418594202130,11,84,18114,4140,0
567950073224709,28,89,16977,10270,0
567950084945533,18,89,14786,6914,0
567950127288295,6,97,11718,2333,0
567950173697072,4,99,8862,1678,0
567950181234417,9,62,15987,3372,0
580542158810063,5,93,11991,1923,0
580542260165604,11,96,12678,4177,0
580542290593383,3,95,8724,1410,0
564348556807843,-1,99,10470,-1,0
564560336527864,4,91,12419,1571,0
564589394859067,6,89,18213,2531,0
564727184888061,9,69,13574,3364,0
564821788332903,9,91,11565,3453,0
564838811703579,6,88,11320,2498,0
564936671506074,4,97,11763,1635,0
565378609911063,4,86,11540,1629,0
565897220657742,8,94,13957,3127,0
566006095611701,7,84,11126,2708,0
566072325118211,7,84,10555,2713,0
566368023610511,8,52,13143,3280,0
567950003721702,15,88,12258,5543,0
567950033050614,6,97,13511,2484,0
567950105212738,5,90,9406,2168,0
580542147728786,19,89,14541,7289,0
580542160421502,18,100,13410,6759,0
580542315159992,15,80,13791,5569,0
580542336233594,4,84,10926,1571,0
563711633068032,14,97,12130,5430,0
563824704225280,6,97,11293,2294,0
565631504614465,4,90,11944,1624,0
567950085749411,7,87,10841,2656,0
567950132927109,10,92,11373,3916,0
580542230838839,12,100,13325,4696,0
580542264512467,6,93,9112,2344,0
580542296487355,3,97,11701,1392,0
564590280647285,11,90,11757,4279,0
565077275908033,7,88,10732,2608,1
565638972116192,4,87,10885,1538,0
566233732417240,4,92,11765,1651,0
580542173309592,7,91,11418,2615,0
580542235531166,4,88,8238,1482,0
580542261387944,6,92,11839,2307,0
563677397917696,18,83,13218,6676,0
564940447486224,10,81,12722,3763,0
565988001909232,7,89,12748,2788,0
566373965110044,7,93,9365,2684,0
567949998209279,15,89,12965,5512,0
567950041596845,5,86,8634,1829,0
567950103025001,4,94,8468,1507,0
567950110825193,3,99,8039,1363,0
567950124658143,9,94,14471,3464,0
580542192628435,10,95,13916,3930,0
580542264436657,4,82,10941,1489,0
580542275381313,11,96,10819,4076,0
580542316686508,23,95,17189,8732,0
580542324538079,5,88,9651,1956,0
564029256040449,16,80,13214,6177,0
564101712711680,-1,93,9592,-1,0
564124785577985,8,84,14519,2994,0
564682777632489,12,87,13549,4686,0
565298600353356,8,43,11738,3146,0
565331864125792,22,88,14922,8091,0
565412294494933,5,38,8722,2023,0
565585984755539,12,85,11378,4429,0
567949984088174,8,65,12380,3258,0
567950073021584,6,91,10164,2491,0
567950198465744,4,97,8739,1529,0
580542144802740,7,82,10522,2651,0
580542148998632,12,95,11469,4696,0
580542268836926,3,90,12861,1437,0
580542274227088,8,98,9836,3175,0
580542282058772,5,94,10470,1945,0
580542289147840,7,81,11940,2603,0
563450826981377,19,93.4,14729,7069,0
563622654320641,7,87,13903,2889,0
564494751696670,5,86,11115,2123,0
565060248213176,5,81,10465,1930,0
565104816233718,3,92,13243,1354,0
565478235900929,8,97,11477,3236,0
565535289379971,5,79,13145,1951,0
565722443361378,4,73,10389,1788,0
565834199076410,5,99,10240,1960,0
567949992274773,10,82.25,11176,3691,0
567950104552793,16,80,13427,6024,0
567950195393633,3,81,9421,1343,0
580542262848729,5,78,8856,1937,0
580542265061857,5,91,13946,1894,0
580542267001977,6,90,12345,2225,0
580542287395056,7,89,10578,2805,0
580542298483977,13,97,14856,4889,0
580542300063819,22,100,15355,8266,0
565383525314114,5,88,10388,1861,0
566092263593743,5,93,10744,1860,0
566420063593465,8,82,11354,3153,0
567950073946380,10,83,13150,3756,0
567950141766602,9,85,11401,3392,0
580542146928698,6,95,10890,2300,0
580542265926960,3,100,14429,1370,0
563575089078272,5,81,10946,2169,0
564766042491873,7,81,10144,2672,0
564776011892350,10,97,12492,3870,0
564907011474468,3,89,12335,1350,0
564911840369854,5,93,11830,2012,0
565275406375740,11,87,11443,4126,0
565417988009039,5,94,10787,2182,0
565552234432324,5,91,11957,2047,0
565599384241695,8,79,11152,3232,0
566012084100203,5,87,10416,1979,0
567950137996005,21,80,15454,7748,0
580542187730977,9,100,13368,3642,0
580542235723727,15,84,14286,5611,0
564283479302144,5,85,10957,1879,0
564596387746917,9,94,11728,3512,0
565345230199625,12,92,14090,4462,0
565461318370124,11,77,11099,4351,0
566278871718639,8,88.55,9965,2973,0
566436494323415,4,92,9205,1597,0
567950044868776,4,100,11144,1641,0
567950195789173,6,81,9562,2405,0
580542238974400,5,96,13092,1978,0
580542246451192,5,86,9934,1931,0
580542303708156,4,83,10027,1677,0
563471579619328,8,88,13178,3268,0
564792734919963,5,85,13556,2106,0
565728053303453,13,89,14398,4895,0
565803365572777,3,87,10764,1420,0
566284133601455,8,100,10247,2988,0
567950182608433,5,83,9092,1967,0
580542268693220,5,94,9407,1832,0
563539532840961,9,80,11938,3608,0
563980707827712,8,99,10703,3197,0
565422113367437,9,79,10968,3393,0
566397055347918,9,85,11257,3323,0
566440579498436,7,87,10297,2610,0
566460704883157,5,96,10728,2152,0
567950013423802,17,81,18283,6365,0
567950030176366,6,90,10133,2525,0
567950034401736,6,89,14048,2553,0
580542263838705,5,84,9390,1854,0
580542264316170,10,91,15430,3663,0
580542292375740,13,84,12585,4894,0
580542309307932,6,86,11592,2201,0
580542325247650,4,96,8484,1607,0
563601387102208,6,93,11843,2428,0
563837262434309,7,84,11407,2631,0
563968620167168,4,83,12348,1819,0
564073747587072,8,87,10999,3006,0
565083933055215,7,94,12124,2778,0
565134819928865,5,85,9140,1848,0
565943538952315,11,91,11734,4016,0
567950176326915,3,89,11015,1432,0
580542173182970,4,97,12701,1479,0
580542188520195,8,87,11843,2967,0
580542259710327,6,89,11130,2274,0
580542298194188,4,87,9531,1616,0
580542348768663,7,88,10816,2636,0
564282522730496,8,98,10725,3141,0
564588219928352,11,95,10905,4034,0
565450434684954,13,92,11467,4847,0
565859415036735,6,95,13142,2349,0
565899119170330,13,77,11758,4974,0
567950034332642,7,91,10635,2792,0
567950121856813,3,91,10209,1454,0
580542169187162,5,88,13410,2035,0
580542216820920,5,89,11616,1835,0
580542260700648,3,98,8840,1441,0
563560234291201,15,86.6,16019,5732,0
566429819077777,5,87,10702,2007,0
567950065978305,5,77,10523,1972,0
580542236896173,22,97,15833,8353,0
580542259701647,10,95,11873,3708,0
580542318129375,6,78,15424,2225,0
580542327283839,4,86,15039,1616,0
580542338491035,3,93,9979,1410,0
564280741859329,11,90,15025,4302,0
566505427117345,18,98,14211,6893,0
567950155074782,9,96,11266,3510,0
567950160073454,15,98,15427,5617,0
567950197980762,5,74,9151,1880,0
580542163630992,15,76,12504,5616,0
580542199647538,11,92,16210,4287,0
580542234586024,14,89,11987,5148,0
580542301300976,18,94,13929,6883,0
580542321309159,6,90,9207,2312,0
580542321502552,7,97,12963,2602,0
563473752199168,7,87,17317,2708,0
563565095165954,19,90,14560,6960,0
565168407977631,5,91,12269,2171,0
565417461620243,4,87,9621,1791,0
565778049672815,6,92,9782,2225,0
566367571153191,9,98,12765,3643,0
567949980772902,4,92,9243,1495,0
567950057438673,8,95,13571,3208,0
567950156792619,6,81,9963,2306,0
580542147725883,6,96,9884,2383,0
580542223659789,7,92,9644,2763,0
580542244016589,10,83,11635,3698,0
580542280865783,14,89,15947,5157,0
580542282670281,5,81,11548,2159,0
580542328679565,15,80,13874,5525,0
564067531689984,11,87,11000,4344,0
564682500408383,5,97,10114,2127,0
564948119196209,12,93,12508,4503,0
565139011276613,9,90,10979,3463,0
565468060656908,6,84,9492,2553,0
565875190209215,5,91,10483,2054,0
566125816578109,5,95,12382,2186,0
566497276404177,6,97,11701,2337,0
567949988227796,6,80,9746,2315,0
567950027942404,3,89,10892,1376,0
580542140045462,11,92,11532,4176,0
580542240641200,7,100,10285,2861,0
580542269515276,4,88,8816,1497,0
580542291306760,4,97,8733,1500,0
580542300354040,4,79,8908,1671,0
563550230286336,17,81,14060,6351,0
563565267001344,11,84,11094,4363,0
563707455610881,8,90,10706,3062,0
563950406799360,7,96,10676,2861,0
565371121112792,4,93,10640,1649,0
565399728949650,10,80,12462,3904,0
566356486981326,10,94,13745,3728,0
567949996163091,13,87,14617,5066,0
567950010406992,5,98,15056,2050,0
567950016463453,6,94,10470,2431,0
567950021669359,5,92,9019,2091,0
580542147077460,5,92,12966,1882,0
580542153998761,14,84,13998,5193,0
580542173094705,7,85,10730,2854,0
580542233457843,9,78,11607,3310,0
580542294585425,3,89,10169,1344,0
580542431898006,1,97,8528,663,0
563249679958017,4,94,11711,1738,0
564866087520098,11,93.75,11671,4265,0
564879793268711,4,100,13018,1671,0
565071161205951,4,82,11827,1524,0
565362682889943,9,94,11026,3407,0
566149819672099,11,79,14039,4125,0
567949964284868,24,92,15688,8763,0
567950067116216,7,87,14559,2820,0
567950077677742,8,85,13384,3078,0
580542167417922,4,100,11732,1816,0
563393608617984,11,90,12586,4256,0
564125219561472,25,89,18604,9229,0
565107284249259,6,94,9882,2251,0
565657641292449,4,96,11483,1817,0
567949959602806,16,87,14614,6008,0
567950123998207,8,94,11219,3216,0
580542166947861,6,81,11166,2548,0
580542167980431,6,92,12787,2530,0
